Date,VTI,VXUS,BND,VWO,BTC,ETH
1/16/2021,197.06,61.85,87.35,52.5,35935.02,1234.805
1/17/2021,197.06,61.85,87.35,52.5,36533.95,1260.857
1/18/2021,197.06,61.85,87.35,52.5,36234.13,1234.19
1/19/2021,198.86,62.47,87.47,53.45,36489.64,1410.69
1/20/2021,201.37,63.15,87.46,54.38,34913.07,1323.71
1/21/2021,201.22,63.23,87.34,54.39,31217,1171.655
1/22/2021,200.89,62.8,87.38,54,33322.33,1244.934
1/23/2021,200.89,62.8,87.38,54,32366.47,1247.86
1/24/2021,200.89,62.8,87.38,54,31932.47,1353.32
1/25/2021,201.46,62.89,87.58,54.27,32701.29,1347.155
1/26/2021,200.73,62.77,87.57,53.93,32017.04,1335.133
1/27/2021,195.91,61.31,87.57,52.56,31005.85,1276.748
1/28/2021,197.45,61.74,87.5,52.81,33248.02,1350.2
1/29/2021,193.99,60.31,87.43,51.68,34641.09,1372.677
1/30/2021,193.99,60.31,87.43,51.68,34694.89,1385.365
1/31/2021,193.99,60.31,87.43,51.68,32601.26,1296.423
2/1/2021,197.3,61.4,87.32,52.99,33664.82,1350.233
2/2/2021,200.13,62.14,87.21,53.82,35687.9,1519.983
2/3/2021,200.43,62.37,87.06,54.02,37294.95,1632.953
2/4/2021,202.97,62.43,87.08,54.1,37681.13,1641.783
2/5/2021,204.11,62.86,86.96,54.5,37858.84,1720.615
2/6/2021,204.11,62.86,86.96,54.5,40093.11,1711.028
2/7/2021,204.11,62.86,86.96,54.5,38590.04,1599.512
2/8/2021,205.94,63.25,87.06,54.78,44691.74,1700.13
2/9/2021,206.02,63.68,87.02,55.39,47335.77,1769.29
2/10/2021,205.93,63.6,87.16,55.51,45039.51,1728.627
2/11/2021,206.42,64.08,87.07,56.09,46931.97,1769.105
2/12/2021,207.49,64.39,86.84,56.19,47947.17,1851.821
2/13/2021,207.49,64.39,86.84,56.19,47177.95,1813.71
2/14/2021,207.49,64.39,86.84,56.19,48865.24,1828.26
2/15/2021,207.49,64.39,86.84,56.19,48203.45,1788.765
2/16/2021,207.12,64.68,86.43,56.35,48585.51,1753.165
2/17/2021,206.69,64.4,86.61,56.49,52400.42,1854.845
2/18/2021,205.5,63.86,86.56,55.76,52037.53,1945.645
2/19/2021,205.97,64.22,86.26,56.06,55629.08,1958.468
2/20/2021,205.97,64.22,86.26,56.06,56537.03,1965.455
2/21/2021,205.97,64.22,86.26,56.06,57355.29,1920.966
2/22/2021,204.01,63.54,86.02,54.47,54938.64,1800.45
2/23/2021,203.98,63.7,86,54.78,47962.92,1535.812
2/24/2021,206.27,63.72,85.95,54.43,48758.53,1591.44
2/25/2021,200.88,62.57,85.2,53.25,48083.51,1525.663
2/26/2021,200.08,61.7,85.94,52.49,45672.06,1429.948
2/27/2021,200.08,61.7,85.94,52.49,46864.06,1507.387
2/28/2021,200.08,61.7,85.94,52.49,45248.24,1416.229
3/1/2021,205.22,63.05,85.7,53.93,48856.4,1546.478
3/2/2021,203.29,62.8,85.69,53.42,47451.1,1468.137
3/3/2021,200.36,62.5,85.42,53.38,50952.74,1595.573
3/4/2021,197.19,61.7,85.15,52.23,47918.88,1517.195
3/5/2021,200.75,62.16,85.1,52.6,49053.13,1532.672
3/6/2021,200.75,62.16,85.1,52.6,48602.01,1642.575
3/7/2021,200.75,62.16,85.1,52.6,50107.87,1664.548
3/8/2021,199.77,61.51,84.71,51.23,51878.94,1790.973
3/9/2021,202.87,62.46,84.99,52.34,54320.06,1825.466
3/10/2021,204.32,62.63,85.15,52.25,56931.78,1817.105
3/11/2021,206.99,63.51,85.16,53.82,57624.02,1840.288
3/12/2021,207.4,63.31,84.65,52.87,56965.96,1757.354
3/13/2021,207.4,63.31,84.65,52.87,61078.03,1912.208
3/14/2021,207.4,63.31,84.65,52.87,60273.94,1876.21
3/15/2021,208.85,63.44,84.75,52.84,56414.61,1792.47
3/16/2021,208.01,63.59,84.74,53.07,56388.15,1797.163
3/17/2021,208.8,63.85,84.71,53.11,57751.66,1815.289
3/18/2021,205,63.1,84.36,52.29,57501.51,1773.688
3/19/2021,205.26,63.42,84.43,52.81,58410.01,1817.797
3/20/2021,205.26,63.42,84.43,52.81,58541.76,1827.132
3/21/2021,205.26,63.42,84.43,52.81,57813.39,1799.527
3/22/2021,206.37,63.26,84.67,52.63,54554.83,1677.792
3/23/2021,204.02,62.3,84.86,51.77,54447.56,1672.08
3/24/2021,202.33,61.63,84.99,50.56,54050.57,1612.585
3/25/2021,203.15,62.03,84.93,50.64,52001.01,1603.625
3/26/2021,206.47,63.05,84.78,51.9,54002.49,1664.932
3/27/2021,206.47,63.05,84.78,51.9,55887.89,1718.66
3/28/2021,206.47,63.05,84.78,51.9,54845.71,1667.255
3/29/2021,205.5,62.7,84.67,51.61,57234.35,1807.083
3/30/2021,205.44,62.72,84.76,51.82,58673.67,1841.125
3/31/2021,206.69,62.7,84.72,52.05,58960.2,1939.743
4/1/2021,209.28,63.55,84.8,52.52,58859.78,1969.566
4/2/2021,209.28,63.55,84.8,52.52,58674.76,2091.177
4/3/2021,209.28,63.55,84.8,52.52,58064.8,2059.252
4/4/2021,209.28,63.55,84.8,52.52,58044.39,2061.85
4/5/2021,211.72,64.25,84.67,52.63,58799.14,2104.53
4/6/2021,211.8,63.88,84.97,52.88,58243.87,2121.67
4/7/2021,211.62,63.73,84.87,52.11,56227.64,1987.435
4/8/2021,212.85,64.13,85.06,52.65,57679.16,2055.075
4/9/2021,214.14,64.12,84.95,52.2,58333.6,2070.7
4/10/2021,214.14,64.12,84.95,52.2,58568.57,2094.137
4/11/2021,214.14,64.12,84.95,52.2,59674.92,2144.585
4/12/2021,214.2,63.74,84.93,51.86,59977.92,2145.171
4/13/2021,214.8,64.11,85.15,51.87,63193.56,2300.995
4/14/2021,214.32,64.28,85.09,52.15,62384.19,2369.712
4/15/2021,216.6,64.72,85.45,52.61,63410.29,2501.02
4/16/2021,217.15,65.15,85.22,52.78,62005.42,2458.489
4/17/2021,217.15,65.15,85.22,52.78,60870.13,2391.535
4/18/2021,217.15,65.15,85.22,52.78,56291.89,2228.92
4/19/2021,215.73,64.95,85.165,52.67,56210.89,2208.47
4/20/2021,213.75,64.05,85.31,52.27,56800.5,2307.6
4/21/2021,216.3,64.66,85.4,52.68,54996.31,2403.683
4/22/2021,214.61,64.39,85.44,52.59,51593.44,2399.735
4/23/2021,217.21,65.12,85.45,53.31,50567.72,2323.263
4/24/2021,217.21,65.12,85.45,53.31,50984.81,2296.272
4/25/2021,217.21,65.12,85.45,53.31,48122.24,2218.865
4/26/2021,218,65.2,85.39,53.38,53262.87,2459.85
4/27/2021,217.9,65.1,85.17,53.46,55192.62,2646.828
4/28/2021,217.87,65.37,85.21,53.89,54438.68,2707.505
4/29/2021,218.7,65.36,85.14,53.77,52990.9,2709.095
4/30/2021,217.1,64.44,85.26,52.98,56814.44,2763.262
5/1/2021,217.1,64.44,85.26,52.98,57725.77,2949.885
5/2/2021,217.1,64.44,85.26,52.98,57042.24,2969.795
5/3/2021,217.48,64.99,85.15,52.96,56811.66,3287.04
5/4/2021,215.85,64.15,85.26,52.31,54770.39,3405.33
5/5/2021,215.81,64.81,85.31,52.51,56895.44,3462.871
5/6/2021,216.91,65.31,85.35,53.03,55955.47,3466.917
5/7/2021,218.75,66.08,85.36,53.5,57684.39,3500.778
5/8/2021,218.75,66.08,85.36,53.5,59004.37,3849.446
5/9/2021,218.75,66.08,85.36,53.5,57931.38,3910.359
5/10/2021,216.18,65.54,85.16,52.5,55308.81,3905.466
5/11/2021,214.44,64.83,84.99,52.36,56911.32,4139.997
5/12/2021,209.61,63.56,84.69,51.02,54482.81,4102.706
5/13/2021,211.92,63.9,84.86,50.96,49312.81,3716.746
5/14/2021,215.54,64.97,85.06,51.8,49193.56,3989.747
5/15/2021,215.54,64.97,85.06,51.8,48242.61,3792.496
5/16/2021,215.54,64.97,85.06,51.8,44098.92,3360.361
5/17/2021,215.08,64.87,84.98,51.83,44816.08,3441.49
5/18/2021,213.4,65.26,84.89,52.58,43294.36,3432.905
5/19/2021,212.78,64.8,84.8,52.44,38336.11,2530.35
5/20/2021,215.09,65.5,85.08,52.63,40078.49,2764.99
5/21/2021,214.97,65.32,85.1,52.07,35251.36,2252.67
5/22/2021,214.97,65.32,85.1,52.07,38084.88,2357.924
5/23/2021,214.97,65.32,85.1,52.07,33700.55,2071.89
5/24/2021,217.14,65.79,85.2,52.56,39024.16,2624.545
5/25/2021,216.54,65.97,85.42,53.11,37646.5,2554.5
5/26/2021,217.32,66.12,85.39,53.5,38774.5,2798.403
5/27/2021,217.72,66.27,85.27,53.6,38495.29,2723.675
5/28/2021,218.09,66.42,85.26,53.88,35218.36,2428.04
5/29/2021,218.09,66.42,85.26,53.88,34269.86,2238.235
5/30/2021,218.09,66.42,85.26,53.88,36081.09,2438.525
5/31/2021,218.09,66.42,85.26,53.88,36690.89,2599.585
6/1/2021,218.18,67.05,85.12,55.01,36322.98,2577.745
6/2/2021,218.47,67.2,85.21,55.14,37745.13,2722.905
6/3/2021,217.5,66.69,85.05,54.52,38705.27,2822.35
6/4/2021,219.39,67.33,85.39,55.01,37056.79,2702.623
6/5/2021,219.39,67.33,85.39,55.01,35854.31,2633.992
6/6/2021,219.39,67.33,85.39,55.01,35978.7,2711.11
6/7/2021,219.57,67.38,85.33,54.79,34457.74,2658.087
6/8/2021,220.02,67.27,85.49,54.56,33629.96,2538.198
6/9/2021,219.4,67.04,85.66,54.52,36408.39,2561.613
6/10/2021,220.37,67.34,85.84,54.9,36494.56,2470.027
6/11/2021,221.02,67.42,85.82,54.66,37152.15,2382.328
6/12/2021,221.02,67.42,85.82,54.66,36020.18,2405.08
6/13/2021,221.02,67.42,85.82,54.66,39260.32,2525.95
6/14/2021,221.36,67.5,85.6,54.88,39831.58,2541.715
6/15/2021,220.78,67.44,85.6,54.51,39948.77,2522.145
6/16/2021,219.68,66.86,85.36,53.77,38532.5,2400.018
6/17/2021,219.47,66.55,85.65,54.08,37747.52,2343.802
6/18/2021,216.75,65.49,85.92,53.66,35517.31,2195.035
6/19/2021,216.75,65.49,85.92,53.66,36119.11,2226.765
6/20/2021,216.75,65.49,85.92,53.66,35823.29,2258.275
6/21/2021,219.74,65.73,85.62,53.64,32582.59,1941.443
6/22/2021,220.99,65.72,85.74,53.41,32903.52,1931.322
6/23/2021,220.9,65.52,85.68,53.72,33059.18,1931.03
6/24/2021,221.72,66.11,85.72,54.12,34859.9,2004.98
6/25/2021,222.55,66.41,85.56,54.56,32215.31,1866.986
6/26/2021,222.55,66.41,85.56,54.56,31305.79,1766.8
6/27/2021,222.55,66.41,85.56,54.56,32635.76,1816.803
6/28/2021,222.8,66.14,85.79,54.69,34677.77,2132.84
6/29/2021,222.81,66.12,85.83,54.65,36168.2,2192.125
6/30/2021,222.82,65.68,85.89,54.31,34585,2237.883
7/1/2021,224.03,65.74,85.75,54.02,33422,2121.23
7/2/2021,225.27,65.83,85.9,53.96,33142.64,2091.04
7/3/2021,225.27,65.83,85.9,53.96,34728.55,2220.49
7/4/2021,225.27,65.83,85.9,53.96,35547.25,2350.66
7/5/2021,225.27,65.83,85.9,53.96,33855.36,2217.025
7/6/2021,224.78,65.29,86.21,52.99,33957.11,2310.19
7/7/2021,225.08,65.5,86.39,53.04,34544.86,2362.81
7/8/2021,223.18,64.5,86.47,52.03,32815.73,2138.56
7/9/2021,225.88,65.61,86.2,52.98,33522.57,2135.415
7/10/2021,225.88,65.61,86.2,52.98,33332.25,2094.785
7/11/2021,225.88,65.61,86.2,52.98,33854.3,2130.16
7/12/2021,226.51,65.75,86.17,53.01,32849.59,2027.093
7/13/2021,225.25,65.56,85.9,53.04,32508.34,1947.868
7/14/2021,224.94,65.67,86.19,53.3,32813.83,1989.333
7/15/2021,224.15,65.33,86.4,53.35,31758.37,1926.03
7/16/2021,222.39,64.83,86.32,52.99,31842.51,1902.53
7/17/2021,222.39,64.83,86.32,52.99,31737.26,1899.423
7/18/2021,222.39,64.83,86.32,52.99,31652.45,1895.285
7/19/2021,219.23,63.73,86.81,52.21,30776.39,1820.09
7/20/2021,223.02,64.1,86.72,52.25,29865.53,1794.94
7/21/2021,225.02,64.92,86.44,52.7,31818.67,1947.347
7/22/2021,225.21,65,86.63,52.78,32247.75,2016.675
7/23/2021,227.46,65.07,86.53,51.96,32500.7,2041.188
7/24/2021,227.46,65.07,86.53,51.96,33939.65,2154.38
7/25/2021,227.46,65.07,86.53,51.96,34483.2,2158.333
7/26/2021,227.92,64.8,86.48,50.97,37751.68,2265.661
7/27/2021,226.69,64.23,86.7,49.87,38044.5,2244.223
7/28/2021,227.04,64.92,86.78,51.28,39985.95,2296.21
7/29/2021,228.04,65.32,86.63,51.46,39722.08,2313.663
7/30/2021,226.69,64.94,86.76,51.11,40689.27,2420.107
7/31/2021,226.69,64.94,86.76,51.11,41540.22,2491.87
8/1/2021,226.69,64.94,86.76,51.11,41268.06,2670.775
8/2/2021,226.37,65.21,86.83,51.52,38856.63,2597.93
8/3/2021,227.99,65.64,86.85,51.65,38072.95,2485.165
8/4/2021,226.97,65.58,86.85,51.78,39754.38,2711.204
8/5/2021,228.59,65.77,86.65,51.62,40899.36,2805.302
8/6/2021,228.87,65.46,86.24,51.27,42719.51,2914.17
8/7/2021,228.87,65.46,86.24,51.27,43975.95,3082.205
8/8/2021,228.87,65.46,86.24,51.27,43867.4,2991.315
8/9/2021,228.78,65.47,86.08,51.45,45464.51,3070.702
8/10/2021,228.93,65.59,85.95,51.64,45642.9,3157.545
8/11/2021,229.38,65.99,86.01,51.83,46345.49,3236.343
8/12/2021,230.02,65.77,86.02,51.49,44480.11,3067.65
8/13/2021,230.15,65.99,86.36,51.39,47609.88,3281.595
8/14/2021,230.15,65.99,86.36,51.39,46666.78,3231.86
8/15/2021,230.15,65.99,86.36,51.39,46718.33,3262.35
8/16/2021,230.24,65.55,86.44,50.98,46078.11,3165.48
8/17/2021,228.53,64.75,86.35,50.06,44992.1,3072.093
8/18/2021,226.25,64.62,86.33,50.12,44546.67,3008.575
8/19/2021,226.08,63.86,86.52,49.35,46587.99,3158.083
8/20/2021,228.11,64.03,86.5,49.35,48668.03,3259.96
8/21/2021,228.11,64.03,86.5,49.35,49011.76,3230.425
8/22/2021,228.11,64.03,86.5,49.35,48414.22,3154.107
8/23/2021,230.32,64.72,86.52,50.06,49515.08,3340.611
8/24/2021,231.14,65.31,86.35,51.18,48345.65,3217.923
8/25/2021,231.8,65.37,86.21,51.23,48712.63,3209.48
8/26/2021,230.25,64.93,86.22,50.81,47036.43,3119.26
8/27/2021,232.73,65.64,86.47,51.45,48921.81,3264.045
8/28/2021,232.73,65.64,86.47,51.45,48755.08,3239.302
8/29/2021,232.73,65.64,86.47,51.45,48925.24,3237.917
8/30/2021,233.61,65.66,86.57,51.6,48648.9,3339.962
8/31/2021,233.17,65.89,86.46,52.23,47008.53,3391.778
9/1/2021,233.58,66.47,86.34,52.86,48272.51,3730.04
9/2/2021,234.37,66.65,86.46,52.65,49562.1,3808.561
9/3/2021,234.29,67,86.28,52.89,50152.52,3916.416
9/4/2021,234.29,67,86.28,52.89,50182.7,3880.125
9/5/2021,234.29,67,86.28,52.89,51668.21,3970.236
9/6/2021,234.29,67,86.28,52.89,51934.74,3952.726
9/7/2021,233.28,66.98,86.03,53.33,46819.01,3415.875
9/8/2021,232.73,66.3,86.17,52.54,46060.72,3472.958
9/9/2021,231.92,66.24,86.48,52.61,46256.1,3431.59
9/10/2021,230.08,66.12,86.27,52.53,45077.81,3248.915
9/11/2021,230.08,66.12,86.27,52.53,45319.68,3295.292
9/12/2021,230.08,66.12,86.27,52.53,45089.47,3320.1
9/13/2021,230.6,66.55,86.4,52.7,45187.52,3289.953
9/14/2021,229.21,66.21,86.61,52.21,46828.18,3377.22
9/15/2021,231.1,66.37,86.53,52.19,47941.58,3555.375
9/16/2021,230.89,66.05,86.37,51.65,47149.38,3497.82
9/17/2021,229.04,65.34,86.26,51.45,46990.35,3377.155
9/18/2021,229.04,65.34,86.26,51.45,47994.88,3397.363
9/19/2021,229.04,65.34,86.26,51.45,47601.08,3359.268
9/20/2021,225.07,63.62,86.5,49.59,43537.86,3018.587
9/21/2021,225.05,64.19,86.48,49.99,40926.74,2765.44
9/22/2021,227.32,64.7,86.57,50.71,43451.15,3027.605
9/23/2021,230.09,65.35,86.11,50.95,44710.2,3142.03
9/24/2021,229.64,64.73,85.93,50.39,42981.54,2946.04
9/25/2021,229.64,64.73,85.93,50.39,42678.81,2922.68
9/26/2021,229.64,64.73,85.93,50.39,43651.76,3088.877
9/27/2021,229.14,64.83,85.83,50.66,42706.99,2955.55
9/28/2021,224.34,63.58,85.46,50.07,41785.9,2863.415
9/29/2021,224.49,63.31,85.47,49.67,41125.06,2821.323
9/30/2021,222.06,63.26,85.45,50.01,43436.35,2972.48
10/1/2021,225.12,63.44,85.61,50.04,48132.9,3292.395
10/2/2021,225.12,63.44,85.61,50.04,48019.13,3427.89
10/3/2021,225.12,63.44,85.61,50.04,48464.31,3425.103
10/4/2021,221.73,62.78,85.55,49.35,49006.15,3384.255
10/5/2021,223.8,63.16,85.34,49.82,51474.19,3526.015
10/6/2021,224.73,62.79,85.38,49.63,54936.9,3561.605
10/7/2021,226.89,63.51,85.14,50.6,54184.24,3624.535
10/8/2021,226.39,63.59,84.93,50.79,53993.31,3555.496
10/9/2021,226.39,63.59,84.93,50.79,54670.87,3580.135
10/10/2021,226.39,63.59,84.93,50.79,55435.21,3514.53
10/11/2021,224.76,63.4,84.8,50.65,57341.5,3491.851
10/12/2021,224.6,63.36,85.11,50.51,55362.51,3478.5
10/13/2021,225.62,64.08,85.34,51.17,56982.87,3574.035
10/14/2021,229.37,64.62,85.49,51.25,57443.04,3758.73
10/15/2021,230.73,65.18,85.28,51.8,62526.67,3880.897
10/16/2021,230.73,65.18,85.28,51.8,61014.11,3831.815
10/17/2021,230.73,65.18,85.28,51.8,59400.14,3698.165
10/18/2021,231.57,64.98,85.23,51.73,61367.44,3733.936
10/19/2021,233.26,65.5,84.99,52.32,64121.31,3806.478
10/20/2021,234.17,65.67,84.89,52.33,65996.35,4108.352
10/21/2021,234.81,65.28,84.77,51.91,62680.43,4090.43
10/22/2021,234.36,65.48,84.95,51.78,60726.01,3976.75
10/23/2021,234.36,65.48,84.95,51.78,61124.51,4088.635
10/24/2021,234.36,65.48,84.95,51.78,61159.77,4065.771
10/25/2021,235.8,65.55,84.99,51.97,62544.64,4180.603
10/26/2021,235.71,65.5,85.16,51.62,62096.9,4263.256
10/27/2021,234.1,65.15,85.47,51.35,58924.76,3982.575
10/28/2021,236.6,65.63,85.36,51.3,61395.58,4253.501
10/29/2021,236.91,65.08,85.38,50.66,62395.66,4402.918
10/30/2021,236.91,65.08,85.38,50.66,61682.78,4311.688
10/31/2021,236.91,65.08,85.38,50.66,60975.98,4267.98
11/1/2021,238.09,65.71,85.18,51.15,60727.52,4311.81
11/2/2021,238.83,65.38,85.34,50.61,63141.03,4504.788
11/3/2021,240.52,65.81,85.19,50.98,62776.06,4617.769
11/4/2021,241.43,65.74,85.58,50.87,61365.05,4514.983
11/5/2021,242.36,65.88,85.84,50.89,60976.2,4454.208
11/6/2021,242.36,65.88,85.84,50.89,61201.83,4486.681
11/7/2021,242.36,65.88,85.84,50.89,62884.45,4629.069
11/8/2021,242.76,66.09,85.65,51.42,66138.54,4772.779
11/9/2021,242.06,65.89,85.89,51.3,67734.04,4799.472
11/10/2021,239.68,65.23,85.31,51.16,64293.61,4553.713
11/11/2021,239.97,65.66,85.17,52.04,65069.89,4745.715
11/12/2021,241.75,66.04,85.18,52.08,64100.68,4656.154
11/13/2021,241.75,66.04,85.18,52.08,64367.64,4656.616
11/14/2021,241.75,66.04,85.18,52.08,64336.55,4576.565
11/15/2021,241.75,65.9,84.83,51.98,63899.88,4571.041
11/16/2021,242.79,65.76,84.77,51.96,60488.5,4255.73
11/17/2021,241.79,65.61,84.95,51.77,60117.19,4256.64
11/18/2021,242.17,65.43,85.05,51.15,57595.39,4023.68
11/19/2021,241.48,65.01,85.23,51.06,57869.63,4280.125
11/20/2021,241.48,65.01,85.23,51.06,59651.08,4432.112
11/21/2021,241.48,65.01,85.23,51.06,59541.76,4366.381
11/22/2021,240.32,64.6,84.81,50.53,56278.01,4080.565
11/23/2021,240.4,64.56,84.47,50.58,57709.14,4351.952
11/24/2021,241.21,64.3,84.67,50.52,57331.67,4259.306
11/25/2021,241.21,64.3,84.67,50.52,58855.15,4501.431
11/26/2021,235.99,62.46,85.27,49.04,54019.74,4070.482
11/27/2021,235.99,62.46,85.27,49.04,54625.03,4083.969
11/28/2021,235.99,62.46,85.27,49.04,56341.89,4256.71
11/29/2021,238.21,62.73,85.26,49.11,58316.89,4453.148
11/30/2021,233.45,62.31,85.42,49.19,57138.67,4630.625
12/1/2021,230.16,62.01,85.34,49.16,57029.49,4568.65
12/2/2021,233.9,62.83,85.35,49.74,56903.45,4547.836
12/3/2021,231.19,62.38,85.68,49.05,53655.27,4216.613
12/4/2021,231.19,62.38,85.68,49.05,48765.22,4067.426
12/5/2021,231.19,62.38,85.68,49.05,49229.81,4149.105
12/6/2021,234.16,62.99,85.45,49.37,50120.56,4325.118
12/7/2021,239.17,64.2,85.26,50.09,50527.72,4291.778
12/8/2021,240.2,64.35,85,50.39,50635.11,4418.848
12/9/2021,237.91,63.87,85.04,50.14,47997.76,4166.391
12/10/2021,239.53,63.97,85.07,50.23,47952.18,3996.52
12/11/2021,239.53,63.97,85.07,50.23,48813.56,4029.571
12/12/2021,239.53,63.97,85.07,50.23,49965.29,4124.693
12/13/2021,237.35,63.19,85.36,49.46,46828.95,3770.785
12/14/2021,235.57,62.94,85.22,49.35,48310.62,3853.341
12/15/2021,239.2,63.46,85.11,49.17,49192.58,4063.771
12/16/2021,236.52,63.54,85.22,49.3,48111.68,4031.71
12/17/2021,235.44,62.87,85.37,48.96,46873.03,3907.567
12/18/2021,235.44,62.87,85.37,48.96,46971.17,3978.563
12/19/2021,235.44,62.87,85.37,48.96,46741.79,3922.742
12/20/2021,232.13,61.51,85.23,47.81,46987.56,3913.9
12/21/2021,236.68,62.33,85.14,48.62,49106.42,4026.884
12/22/2021,239.02,62.89,85.23,48.89,49073.95,4015.817
12/23/2021,240.67,63.24,84.83,49.18,50849.2,4114.551
12/24/2021,240.67,63.24,84.83,49.18,50908.79,4067.111
12/25/2021,240.67,63.24,84.83,49.18,50986.51,4121.159
12/26/2021,240.67,63.24,84.83,49.18,50808.21,4085.146
12/27/2021,242.96,63.7,84.87,49.34,50989.1,4060.146
12/28/2021,242.46,63.63,84.86,49.17,47561.31,3807.877
12/29/2021,242.6,63.57,84.58,48.96,47232.15,3727.208
12/30/2021,242.21,63.66,84.77,49.59,47298.35,3736.625
12/31/2021,241.44,63.57,84.75,49.46,46333.65,3688.597
1/1/2022,241.44,63.57,84.75,49.46,47333.2,3749.561
1/2/2022,241.44,63.57,84.75,49.46,47028.52,3812.706
1/3/2022,242.97,63.98,84.18,49.81,45997.26,3724.375
1/4/2022,242.51,64.06,84.17,49.61,46220.42,3825.92
1/5/2022,237.25,63.42,83.88,48.87,43603.88,3554.365
1/6/2022,237.19,63.24,83.79,49.15,43120.88,3427.813
1/7/2022,236.11,63.52,83.56,49.4,41881.75,3215.177
